■ 영화상영관정보,,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
조회일,,,,,,,,,,,,,,,,,,,,
: 2024-08-29,,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
출처,,,,,,,,,,,,,,,,,,,,
: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,,,,
▶ 검색조건 [ 영화상영관명 : 전체   영화상영관코드 : 전체   영화상영관구분 : 상설   가입여부 : 가입   영업상태 : 전체   광역단체 : 전체   기초단체 : 전체   전송사업자 : 전체 ],,,,,,,,,,,,,,,,,,,,
광역단체,기초단체,영화상영관코드,영화상영관명,총 스크린수,총 좌석수,필름 상영관수,2D 상영관수,3D 상영관수,4D 상영관수,IMAX 상영관수,상설여부,특별관운영여부,가입여부,전송사업자명,개관일,영업상태,운영형태,주소,전화번호,홈페이지
서울시,중구,001165,청춘극장,1,260,0,1,0,0,0,상설,,가입,(주)디트릭스,2010-10-02,영업,직영,서울특별시 중구 충정로1가 68 번지 문화일보사건물,02-3672-4235,http://
서울시,종로구,001103,허리우드클래식,1,300,1,1,0,0,0,상설,,가입,(주)디트릭스,2005-04-01,영업,직영,서울 종로구 낙원동 284-6 낙원상가4층,02-3672-4232,
경기도,고양시,002291,케이트리호텔 X 모노플렉스,1,16,0,1,0,0,0,상설,,가입,(주)디트릭스,2022-09-28,영업,직영,경기도 고양시 일산서구 대화동 2307-16 번지 케이트리 201호,031-540-2400,https://www.monoplex.com
서울시,중구,001163,CGV 명동역 씨네라이브러리,5,694,2,5,2,0,0,상설,,가입,CJ올리브네트웍스(주),2010-08-19,영업,직영,서울특별시 중구 충무로2가 65-9 번지 하이해리엇 10층,1544-1122,http://www.cgv.co.kr
충청남도,논산시,005065,메가박스 논산,5,452,0,5,1,0,0,상설,,가입,메가박스(주),2020-09-10,영업,위탁,"충청남도 논산시 내동 382-32 번지 우리메가박스타운 3,4층",02-1544-0070,http://www.megabox.co.kr/
서울시,강남구,001111,CGV 압구정,6,898,3,6,4,0,0,상설,,가입,CJ올리브네트웍스(주),2006-03-30,영업,직영,서울특별시 강남구 신사동 602 번지,1544-1122,http://www.cgv.co.kr
경기도,성남시,002010,CGV 오리,10,"1,570",1,10,5,0,0,상설,,가입,CJ올리브네트웍스(주),2000-04-01,영업,직영,경기도 성남시 분당구 구미동 159 번지 월드쇼핑 4층,1544-1122,http://www.cgv.co.kr
충청남도,천안시,005053,인디플러스 천안,1,50,0,1,0,0,0,상설,,가입,(주)디트릭스,2016-11-18,영업,직영,충청남도 천안시 동남구 문화동 101-2 번지 천안시 영상미디어센터,041-415-0098,
제주도,제주시,010020,제주자동차극장,1,50,0,1,0,0,0,상설,,가입,문화인,,영업,직영,제주특별자치도 제주시 이호이동 257 번지,,driveinjeju.com
경기도,용인시,002241,한국민속촌 자동차극장,2,230,0,2,0,0,0,상설,,가입,(주)디트릭스,2018-02-08,영업,직영,경기도 용인시 기흥구 보라동 308 번지 한국민속촌 자동차극장,031-288-0000,https://www.koreanfolk.co.kr
서울시,구로구,001017,CGV 구로,8,"1,232",1,10,6,0,0,상설,,가입,CJ올리브네트웍스(주),2002-01-25,영업,직영,서울특별시 구로구 구로동 573 번지 NC신구로점 6층,1544-1122,http://www.cgv.co.kr
충청북도,괴산군,004042,괴산자연드림파크 괴산극장,3,234,0,3,1,0,0,상설,,가입,(주)유유코리아,2018-11-01,영업,직영,충청북도 괴산군 칠성면 율원리 4-7 번지,043-760-4303,
인천시,남동구,015005,CGV 인천,14,"2,788",0,14,8,1,1,상설,,가입,CJ올리브네트웍스(주),1999-12-18,영업,직영,인천광역시 남동구 구월동 1130 번지 씨앤씨빌딩 4층,1544-1122,http://www.cgv.co.kr
경상남도,고성군,007088,CGV 고성,2,116,0,2,1,0,0,상설,,가입,CJ올리브네트웍스(주),2020-10-08,영업,위탁,경상남도 고성군 고성읍 77-1 번지,055-672-6565,
전라남도,해남군,009065,해남시네마,2,136,0,2,1,0,0,상설,,가입,(주)디트릭스,2021-07-13,영업,직영,전라남도 해남군 해남읍 355-1 번지,061-533-7717,https://haenam.scinema.kr 
경기도,포천시,002255,포천 클라우드시네마,2,98,0,2,1,0,0,상설,,가입,(주)디트릭스,2019-12-18,영업,위탁,경기도 포천시 영북면 514-6 번지,031-531-7718,https://pocheon.scinema.kr
경상북도,울진군,006080,울진 작은영화관,1,87,0,1,1,0,0,상설,,가입,(주)디트릭스,2018-09-13,영업,직영,경상북도 울진군 울진읍 77-2 번지 울진군청별관,054-782-7717,https://uljin.scinema.kr
경상남도,남해군,007073,보물섬시네마,1,212,0,1,1,0,0,상설,,가입,(주)디트릭스,2016-03-07,영업,직영,경상남도 남해군 남해읍 760 번지 남해문화체육센터,055-862-7718,https://namhae.scinema.kr
경상남도,산청군,007089,산청군 작은영화관,2,98,0,2,1,0,0,상설,,가입,(주)디트릭스,2020-09-23,영업,직영,경상남도 산청군 신안면 930-1 번지 2층,055-973-7717,https://sancheong.scinema.kr
인천시,강화군,015050,강화작은영화관,1,89,0,1,1,0,0,상설,,가입,(주)디트릭스,2015-02-06,영업,위탁,인천광역시 강화군 강화읍 239 번지 강화문예회관 2층,032-934-7717,https://ganghwa.scinema.kr
강원도,양구군,003210,양구 정중앙 시네마,2,201,0,2,0,0,0,상설,,가입,(주)디트릭스,2018-02-09,영업,직영,강원도 양구군 양구읍 353-1 번지 정중앙시네마 2층,033-482-7053,http://yanggu.scinema.org/
대전시,동구,013019,대전아트시네마,1,138,1,1,0,0,0,상설,,가입,(주)에스아이티랩,2006-04-01,영업,직영,대전광역시 동구 중동 27-11 번지 3층,042-472-1138,
서울시,광진구,001016,CGV 강변,12,"1,666",1,12,5,1,0,상설,,가입,CJ올리브네트웍스(주),1998-04-04,영업,직영,서울특별시 광진구 구의동 546-4 번지 테크노마트 10층,1544-1122,http://www.cgv.co.kr/
충청남도,금산군,005063,금산시네마,2,150,0,2,1,0,0,상설,,가입,(주)디트릭스,2018-09-01,영업,직영,충청남도 금산군 금산읍 334-24 번지,041-751-7668,
충청남도,부여군,005026,금성시네마,2,108,0,2,1,0,0,상설,,가입,(주)디트릭스,2009-02-10,영업,직영,충청남도 부여군 부여읍 구아리 209-1 번지,041-833-9999,http://
경상북도,고령군,006066,대가야시네마,2,99,0,2,1,0,0,상설,,가입,(주)디트릭스,2015-12-01,영업,직영,경상북도 고령군 대가야읍 471-1 번지 대가야역사테마관광지 내,054-954-7053,http://gr.scinema.org/
경상북도,김천시,006039,메가박스 김천,4,642,0,4,3,0,0,상설,,가입,메가박스(주),2006-07-01,영업,위탁,경상북도 김천시 평화동 245-82 번지 한일빌딩 4층,1544-0070,https://megabox.co.kr
충청북도,제천시,004050,CGV 제천,6,642,0,6,0,0,0,상설,,가입,CJ올리브네트웍스(주),2022-05-03,영업,위탁,충청북도 제천시 강제동 304-21 번지,1544-1122,https://www.cgv.co.kr
전라남도,목포시,009030,메가박스 목포하당,7,996,0,7,1,0,0,상설,,가입,메가박스(주),2006-09-30,영업,위탁,전라남도 목포시 상동 860-1 번지 쇼핑천국포르모 3층,1544-0070,http://www.megabox.co.kr/
충청북도,진천군,004037,메가박스 진천,4,372,0,4,0,0,0,상설,,가입,메가박스(주),2015-12-30,영업,위탁,충청북도 진천군 진천읍 652 번지 진천터미널,1544-0070,http://www.megabox.co.kr/
서울시,노원구,001235,롯데시네마 수락산,5,634,0,5,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2015-11-13,영업,위탁,서울특별시 노원구 상계동 1132-35 번지 3~9층,1544-8855,www.lottecinema.co.kr
경기도,광명시,002287,CGV 광명역,5,374,0,5,1,0,0,상설,,가입,CJ올리브네트웍스(주),2022-05-03,영업,위탁,경기도 광명시 일직동 514 번지 GIDC B2층 CGV광명역,1544-1122,https://www.cgv.co.kr
경상북도,경주시,006086,롯데시네마 경주황성,6,848,0,6,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2021-08-06,영업,위탁,경상북도 경주시 황성동 800-22 번지,02-1544-8855,http://www.lottecinema.co.kr/
전라북도,전주시,008234,롯데시네마 전주송천,7,686,0,7,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2021-12-04,영업,위탁,전라북도 전주시 덕진구 송천동2가 1422 번지 파인트리몰 5~6층,02-1544-8855,http://www.lottecinema.co.kr
강원도,춘천시,003206,메가박스 남춘천,7,"1,134",0,7,0,0,0,상설,,가입,메가박스(주),2017-03-16,영업,위탁,강원도 춘천시 온의동 587-8 번지 뉴타운빌딩 2층,02-1544-0070,http://www.megabox.co.kr/
경기도,파주시,002052,메가박스 파주금촌,7,921,0,7,1,0,0,상설,,가입,메가박스(주),2014-12-20,영업,위탁,경기도 파주시 금촌동 329-158 번지 MH타워 4층,1544-0070,http://www.megabox.co.kr/
전라남도,순천시,009061,CGV 순천신대,9,"1,449",0,9,1,0,0,상설,,가입,CJ올리브네트웍스(주),2017-12-29,영업,직영,전라남도 순천시 해룡면 2139 번지 CGV 순천신대,,
전라북도,정읍시,008048,CGV 정읍,4,553,0,4,1,0,0,상설,,가입,CJ올리브네트웍스(주),2014-01-27,영업,위탁,전라북도 정읍시 수성동 525-1 번지,1544-1122,
경기도,용인시,002245,메가박스 용인테크노밸리,6,611,0,6,0,0,0,상설,,가입,메가박스(주),2019-01-10,영업,위탁,경기도 용인시 기흥구 청덕동 556 번지 용인테크노밸리 A동 지하1층,02-1544-0070,http://www.megabox.co.kr/
경기도,시흥시,002228,메가박스 시흥배곧,6,"1,227",0,6,2,0,0,상설,,가입,메가박스(주),2017-06-15,영업,위탁,경기도 시흥시 배곧동 199-1 번지 M플러스 7층,02-1544-0070,http://www.megabox.co.kr/
경기도,동두천시,002073,문화극장 1관,1,218,0,2,1,0,0,상설,,가입,(주)유유코리아,1972-01-01,영업,직영,경기도 동두천시 생연동 616-2 번지,031-865-2480,http://
전라남도,함평군,009069,함평자동차극장,2,180,0,2,0,0,0,상설,,가입,문화인,2021-01-29,영업,직영,전라남도 함평군 함평읍 828-56 번지 함평자동차극장,,
경기도,화성시,002285,안영채 X 모노플렉스,1,40,0,1,0,0,0,상설,,가입,(주)디트릭스,2022-03-11,영업,직영,경기도 화성시 동탄면 송리 726-1 번지 라크몽 B1,031-8058-8992,https://www.monoplex.kr/
서울시,동작구,001125,메가박스 이수,6,888,0,6,1,0,0,상설,,가입,메가박스(주),2011-11-18,영업,직영,서울특별시 동작구 사당동 147-53 번지 골든시네마타워 7~11층,1544-0070,http://www.megabox.co.kr/
충청북도,청주시,004045,CGV 청주터미널,8,676,0,8,0,0,0,상설,,가입,CJ올리브네트웍스(주),2019-02-01,영업,위탁,충청북도 청주시 흥덕구 가경동 1416-3 번지 8층,043-232-6344,
서울시,서대문구,001149,필름포럼,2,142,0,2,0,0,0,상설,,가입,(주)디트릭스,2008-07-01,영업,직영,서울특별시 서대문구 대신동 85 번지 하늬솔빌딩 지하 1층,02-363-2537,
경상남도,밀양시,007020,밀양시네마,2,292,0,2,0,0,0,상설,,가입,(주)디트릭스,2010-08-30,영업,직영,경상남도 밀양시 내이동 1565-16 번지,055-356-3606,http://
대구시,중구,012035,CGV 대구현대,6,710,0,6,3,0,0,상설,,가입,CJ올리브네트웍스(주),2011-08-17,영업,직영,대구광역시 중구 계산동2가 200 번지 지하2층 (계산동2가),1544-1122,http://www.cgv.co.kr
서울시,구로구,001217,롯데시네마 신도림,5,560,0,5,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-09-13,영업,직영,"서울특별시 구로구 신도림동 692 번지 디큐브시티 제타워동 7,8층 일부",1544-8855,www.lottecinema.co.kr
서울시,중구,001062,서울아트시네마,1,230,1,1,0,0,0,상설,,가입,(주)에스아이티랩,,영업,직영,서울특별시 중구 정동 22 번지 경향아트힐 2층,02-741-9782,http://
경기도,부천시,002239,판타스틱 큐브,1,70,0,1,0,0,0,상설,,가입,(주)디트릭스,,영업,직영,경기도 부천시 중동 1156 번지,,
광주시,동구,016013,광주극장,1,856,1,1,0,0,0,상설,,가입,(주)디트릭스,2004-03-26,영업,직영,광주광역시 동구 충장로5가 62,062-224-5858,http://
서울시,구로구,001248,씨네큐 신도림,10,"1,115",0,10,2,0,0,상설,,가입,(주)씨네큐,2018-01-18,영업,직영,서울특별시 구로구 구로동 3-25 번지 신도림테크노마트 11층~14층,,
서울시,마포구,001193,인디스페이스,1,186,0,1,0,0,0,상설,,가입,(주)에스아이티랩,,영업,직영,서울특별시 마포구 동교동 166-14 번지 동교동 스타피카소 8층,02-738-0366,http://indiespace.kr/
경기도,동두천시,002074,동광극장(구 문화극장3관),1,283,1,1,0,0,0,상설,,가입,(주)유유코리아,1986-07-01,영업,직영,경기도 동두천시 생연동 828-2 번지,031-867-3030,
경기도,동두천시,002286,문화극장 2관,1,74,0,1,0,0,0,상설,,가입,(주)유유코리아,1988-04-21,영업,직영,경기도 동두천시 생연동 616-2 번지,031-863-3000,
인천시,중구,015017,애관극장(인천),5,809,0,5,0,0,0,상설,,가입,(주)디트릭스,2004-01-16,영업,직영,인천광역시 중구 경동 238 번지,032-761-7177,http://aekwan.co.kr/
서울시,광진구,001166,KU시네마테크,1,152,1,1,0,0,0,상설,,가입,(주)디트릭스,2010-12-28,영업,직영,서울특별시 광진구 화양동 1 번지 건국대학교 예술디자인대학 B108호 KU시네마테크,02-446-6579,www.kucine.kr
전라남도,화순군,009062,화순시네마,2,124,0,2,1,0,0,상설,,가입,(주)유유코리아,2018-02-12,영업,위탁,"전라남도 화순군 화순읍 88 번지 군민회관, 서양정 2층",061-373-7053,www.olcinema.co.kr
인천시,부평구,015010,인천대한극장,2,245,0,2,1,0,0,상설,,가입,문화인,1973-07-01,영업,직영,인천광역시 부평구 부평동 534-27 번지,032-503-3330,http://
서울시,중구,001066,대한극장(서울),12,"2,812",0,11,3,0,0,상설,,가입,(주)유유코리아,2001-12-15,영업,직영,서울특별시 중구 필동2가 19-1 번지,02-3393-3500,http://www.daehancinema.co.kr/
강원도,인제군,003217,CGV 원통,1,92,0,1,1,0,0,상설,,가입,CJ올리브네트웍스(주),2022-02-25,영업,위탁,강원도 인제군 북면 원통리 459-4 번지 2층,,http://www.cgv.co.kr
충청남도,보령시,005059,명보시네마,3,236,0,3,0,0,0,상설,,가입,(주)유유코리아,2017-12-23,영업,직영,충청남도 보령시 대천동 422-4 번지,041-936-4503,
강원도,영월군,003200,영월시네마,2,149,0,2,1,0,0,상설,,가입,(주)디트릭스,2015-08-13,영업,직영,강원도 영월군 영월읍 990-2 번지,033-375-7053,http://yw.scinema.org/
대전시,중구,013036,대전독립영화전용관 씨네인디U,1,72,0,1,0,0,0,상설,,가입,(주)디트릭스,,영업,직영,대전광역시 중구 문화동 1-13 번지 기독교연합봉사회관 1층 1호,,
전라남도,구례군,009048,구례자연드림시네마,2,140,0,2,2,0,0,상설,,가입,(주)유유코리아,2014-04-23,영업,직영,전라남도 구례군 용방면 931 번지,061-783-8993,
전라북도,무주군,001221,무주 산골 영화관,2,98,0,2,1,0,0,상설,,가입,문화인,2014-06-20,영업,위탁,전라북도 무주군 무주읍 1199-3 번지 무주예체문화관 2층,063-322-7053,http://pf.kakao.com/_IGxbEK
경기도,용인시,002188,CGV 동백,8,"1,144",0,8,3,0,0,상설,,가입,CJ올리브네트웍스(주),2011-05-18,영업,위탁,경기도 용인시 기흥구 중동 833 번지 쥬네브썬월드 7001호,1544-1122,http://www.cgv.co.kr
인천시,남구,015035,영화공간주안,4,496,0,4,0,0,0,상설,,가입,(주)디트릭스,2007-05-01,영업,직영,인천광역시 남구 주안동 166-1 번지,032-867-9168,http://www.cinespacejuan.com/
전라북도,전주시,008228,조이아트시네마,1,94,0,1,0,0,0,상설,,가입,문화인,2016-08-15,영업,직영,전라북도 전주시 완산구 고사동 355-1 번지,063-252-4323,
전라북도,전주시,008227,조이앤시네마 전주점,5,760,0,5,1,0,0,상설,,가입,문화인,2016-04-29,영업,직영,전라북도 전주시 완산구 고사동 355-1 번지,063-252-4323,http://www.facebook.com/
전라남도,고흥군,009052,고흥 작은영화관,2,142,0,2,0,0,0,상설,,가입,문화인,2016-02-22,영업,직영,전라남도 고흥군 고흥읍 914 번지,061-830-580,cinema.goheung.go.kr
전라북도,김제시,001210,지평선시네마,2,99,0,2,1,0,0,상설,,가입,문화인,2013-08-26,영업,직영,전라북도 김제시 검산동 산62-1 번지 김제시 지평선 시네마,063-547-1501,
서울시,강남구,001186,CGV 청담씨네시티,6,670,0,6,6,1,0,상설,,가입,CJ올리브네트웍스(주),2011-10-09,영업,직영,서울특별시 강남구 신사동 651-21 번지,1544-1122,http://www.cgv.co.kr
부산시,해운대구,011051,영화의 전당,6,"4,560",5,6,2,0,0,상설,,가입,(재) 영화의전당,2011-11-11,영업,직영,부산광역시 해운대구 우동 1467 번지,051-780-6050,http://www.dureraum.org/
충청남도,부여군,005055,스타박스,2,166,0,2,1,0,0,상설,,가입,(주)디트릭스,2017-01-18,영업,직영,충청남도 부여군 부여읍 617 번지 3층,041-837-4501,
전라남도,완도군,009057,완도 빙그레 시네마,2,98,0,2,1,0,0,상설,,가입,(주)디트릭스,2017-09-26,영업,직영,전라남도 완도군 완도읍 9-191 번지 완도문화예술의전당,,
경기도,가평군,002247,1939시네마,2,136,0,2,1,0,0,상설,,가입,(주)디트릭스,2019-03-22,영업,직영,,,
전라북도,진안군,008055,마이골 작은영화관,2,98,0,2,1,0,0,상설,,가입,문화인,2020-11-01,영업,직영,전라북도 진안군 진안읍 143 번지 마이골 작은영화관,,
전라북도,순창군,008225,천재의 공간 영화산책,2,149,0,2,1,0,0,상설,,가입,문화인,2015-11-26,영업,직영,전라북도 순창군 순창읍 471 번지 작은영화관,063-653-7057,http://sunchang.scinema.org/
전라북도,고창군,008049,동리시네마,2,93,0,2,1,0,0,상설,,가입,문화인,2014-06-20,영업,위탁,전라북도 고창군 고창읍 읍내리 457 번지,063-564-1340,
충청남도,서천군,005051,서천군 기벌포영화관,2,154,0,2,1,0,0,상설,,가입,문화인,2016-01-08,영업,직영,충청남도 서천군 장항읍 137-1 번지 기벌포영화관,041-956-7939,http://www.서천군기벌포영화관.net/
울산시,동구,014020,CGV 울산동구,6,412,0,6,0,0,0,상설,,가입,CJ올리브네트웍스(주),2022-01-13,영업,위탁,울산광역시 동구 방어동 58-2 번지,052-232-8501,https://www.cgv.co.kr
경기도,평택시,002284,CGV 평택고덕,8,516,0,8,1,0,0,상설,,가입,CJ올리브네트웍스(주),2022-01-14,영업,위탁,경기도 평택시 장당동 154-2 번지 평택고덕아이파크 103동 3층,031-668-6424,https://www.cgv.co.kr
부산시,해운대구,011039,롯데시네마 센텀시티(백화점)_샤롯데,1,30,0,1,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2007-12-07,영업,직영,부산광역시 해운대구 우동 1496 번지 롯데백화점 8층,1544-8855,http://www.lottecinema.co.kr/
부산시,강서구,011072,CGV 부산명지,6,431,0,6,0,0,0,상설,,가입,CJ올리브네트웍스(주),2022-01-05,영업,위탁,부산광역시 강서구 명지동 3586-4 번지 8층 9층 CGV 부산명지,1544-1122,https://www.cgv.co.kr
경기도,성남시,002230,롯데시네마 위례,7,"1,001",0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2017-09-01,영업,직영,경기도 성남시 수정구 창곡동 505 번지,070-7239-2200,https://www.lottecinema.co.kr
경상남도,김해시,007066,롯데시네마 김해부원,7,"1,121",0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-05-23,영업,직영,경상남도 김해시 부원동 1046 번지 아이스퀘어몰 4~5층,1544-8855,www.lottecinema.co.kr
충청북도,청주시,004031,롯데시네마 서청주(아울렛),6,"1,286",0,6,3,1,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-11-09,영업,직영,충청북도 청주시 흥덕구 비하동 811 번지 롯데아울렛 4층,1544-8855,http://www.lottecinema.co.kr/
부산시,중구,011055,롯데시네마 광복_샤롯데,1,40,0,1,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-08-28,영업,직영,부산광역시 중구 중앙동7가 20-1 번지 시네마동 9층,1544-8855,http://www.lottecinema.co.kr/
서울시,중랑구,001159,메가박스 상봉,7,924,0,7,1,0,0,상설,,가입,메가박스(주),2009-10-01,영업,직영,서울특별시 중랑구 상봉동 130-3 번지 메가박스빌딩 4층,1544-0070,http://www.megabox.co.kr/
경기도,광명시,002050,롯데시네마 광명아울렛,7,"1,216",0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-12-05,영업,직영,경기도 광명시 일직동 500 번지 롯데프리미엄아울렛 광명점 5층,1544-8855,https://www.lottecinema.co.kr
인천시,부평구,015023,롯데시네마 부평,9,"1,523",0,9,4,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2006-03-01,영업,직영,인천광역시 부평구 부평동 152-1 번지,1544-8855,http://www.lottecinema.co.kr/
경기도,군포시,002216,롯데시네마 산본피트인,7,980,0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2016-05-02,영업,직영,경기도 군포시 산본동 1145-6 번지 10층 (산본동),02-1544-8855,http://www.lottecinema.co.kr
서울시,종로구,001099,CGV 피카디리1958,6,885,0,8,2,0,0,상설,,가입,CJ올리브네트웍스(주),2015-12-03,영업,직영,서울특별시 종로구 돈의동 137 번지,1544-1122,http://www.thepicca.co.kr/
전라북도,전주시,008233,CGV 전주에코시티,6,806,0,6,0,0,0,상설,,가입,CJ올리브네트웍스(주),2021-11-18,영업,위탁,전라북도 전주시 덕진구 송천동2가 1329-1 번지 로마네시티 현대썬앤빌 전주 4~8층 CGV,063-253-7300,http://www.cgv.co.kr/
서울시,서초구,001284,CGV Salon 서초,1,26,0,1,0,0,0,상설,,가입,CJ올리브네트웍스(주),2021-11-18,영업,직영,서울특별시 서초구 서초동 1335 번지 B2층,,
충청남도,천안시,005054,천안인생극장,1,170,1,1,0,0,0,상설,,가입,(주)디트릭스,2016-12-10,영업,직영,충청남도 천안시 동남구 문화동 99-1 번지 파리빌딩 지하1층,041-622-5772,
경기도,용인시,002279,CGV 기흥,6,744,0,6,0,0,0,상설,,가입,CJ올리브네트웍스(주),2021-09-15,영업,위탁,경기도 용인시 기흥구 구갈동 679 번지 기흥ICT밸리 B동 지하2층 CGV 기흥,,
대구시,북구,012056,CGV 대구연경,6,556,0,6,0,0,0,상설,,가입,CJ올리브네트웍스(주),2021-09-17,영업,위탁,대구광역시 북구 연경동 1078-2 번지 4층 CGV극장,053-986-6200,
부산시,부산진구,011067,CGV 서면삼정타워,8,"1,244",0,8,1,0,0,상설,,가입,CJ올리브네트웍스(주),2019-07-04,영업,위탁,부산광역시 부산진구 부전동 227-2 번지 서면피에스타 11층,,
경상남도,김해시,007086,CGV 김해율하,4,262,0,4,0,0,0,상설,,가입,CJ올리브네트웍스(주),2020-02-20,영업,위탁,경상남도 김해시 율하동 1347-2 번지 3층,,
부산시,해운대구,011058,CGV 해운대,6,437,0,6,3,0,0,상설,,가입,CJ올리브네트웍스(주),2015-10-22,영업,위탁,부산광역시 해운대구 우동 539-10 번지,1544-1122,
경기도,화성시,002277,롯데시네마 동탄_샤롯데,1,40,0,1,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2021-08-18,영업,직영,경기도 화성시 오산동 967-157 번지 롯데백화점 7층 롯데시네마 동탄,02-1544-8855,www.lottecinema.co.kr
서울시,서대문구,001148,아트하우스모모,2,276,2,2,1,0,0,상설,,가입,(주)디트릭스,2008-08-01,영업,위탁,서울특별시 서대문구 대현동 11-1 번지 이화여자대학교 이화캠퍼스콤플렉스(지하4층),02-747-7782,http://www.arthousemomo.com/
서울시,성북구,001271,CGV 성신여대입구,5,768,0,5,0,0,0,상설,,가입,CJ올리브네트웍스(주),2008-09-11,영업,직영,서울특별시 성북구 동선동1가 1-2 번지 유타몰 10~12층,,http://www.cgv.co.kr
경기도,부천시,002113,CGV 역곡,6,451,0,6,2,0,0,상설,,가입,CJ올리브네트웍스(주),2005-12-28,영업,위탁,경기도 부천시 괴안동 113-1 번지 역곡 하이뷰 6층,1544-1122,http://www.cgv.co.kr
경기도,안양시,002214,CGV 범계,6,490,0,6,1,0,0,상설,,가입,CJ올리브네트웍스(주),2013-05-16,영업,위탁,경기도 안양시 동안구 호계동 1039-3 번지 뉴코아 아울렛 11층,1544-1122,
부산시,강서구,011070,롯데시네마 부산명지,7,810,0,7,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2021-07-01,영업,위탁,부산광역시 강서구 명지동 3432-3 번지 부산대방디엠시티 센텀오션2차 2층,02-1544-8855,www.lottecinema.co.kr
인천시,남구,015066,CGV 인천도화,6,536,0,6,0,0,0,상설,,가입,CJ올리브네트웍스(주),2021-06-24,영업,위탁,인천광역시 남구 도화동 1011 번지,032-866-2006,https://www.cgv.co.kr
부산시,북구,011052,메가박스 덕천,9,690,0,9,1,0,0,상설,,가입,메가박스(주),2013-04-29,영업,위탁,부산광역시 북구 덕천동 398-2 번지,1544-0070,http://www.megabox.co.kr/
강원도,삼척시,003203,삼척 가람영화관,3,268,0,3,2,0,0,상설,,가입,(주)디트릭스,2016-09-08,영업,위탁,강원도 삼척시 성남동 173-3 번지,033-575-7053,http://samcheok.scinema.org/
강원도,강릉시,001194,CGV 강릉,9,"1,619",0,10,3,0,0,상설,,가입,CJ올리브네트웍스(주),2012-06-14,영업,직영,강원도 강릉시 옥천동 189 번지 씨네몰 6~8층,1544-1122,http://www.cgv.co.kr/
인천시,연수구,015043,CGV 인천연수,7,"1,543",0,7,2,0,0,상설,,가입,CJ올리브네트웍스(주),2012-10-05,영업,직영,인천광역시 연수구 동춘동 926 번지 스퀘어원 쇼핑몰 4층,1544-1122,http://www.cgv.co.kr/
충청북도,보은군,004049,씨네Q 보은,2,91,0,2,1,0,0,상설,,가입,(주)씨네큐,2021-04-30,영업,직영,충청북도 보은군 보은읍 116-1 번지,070-5117-5819,
부산시,북구,011019,CGV 화명,7,756,0,7,2,0,0,상설,,가입,CJ올리브네트웍스(주),2013-07-01,영업,직영,부산광역시 북구 화명동 2275-1 번지 센추리빌딩,1544-1122,http://www.cgv.co.kr
서울시,강동구,001230,CGV 천호,6,"1,240",0,6,4,0,1,상설,,가입,CJ올리브네트웍스(주),2015-07-08,영업,직영,서울특별시 강동구 천호동 42 번지 홈플러스 4층,1544-1122,www.cgv.co.kr
서울시,중구,001057,CGV 명동,5,736,0,5,4,0,0,상설,,가입,CJ올리브네트웍스(주),2001-12-23,영업,직영,서울특별시 중구 명동2가 83-5 번지 아바타빌딩 8층,1544-1122,http://www.cgv.co.kr
서울시,중구,001247,CGV 동대문,7,760,0,6,3,0,0,상설,,가입,CJ올리브네트웍스(주),2017-12-19,영업,직영,서울특별시 중구 을지로6가 17-2 번지,,
서울시,강북구,001257,CGV 수유,9,972,0,9,0,0,0,상설,,가입,CJ올리브네트웍스(주),2018-03-23,영업,직영,서울특별시 강북구 수유동 168-12 번지,,
부산시,남구,011034,CGV 대연,8,"1,171",0,8,4,0,0,상설,,가입,CJ올리브네트웍스(주),2007-09-12,영업,직영,부산광역시 남구 대연동 73-15 번지 5층,1544-1122,http://www.cgv.co.kr/
부산시,해운대구,011044,CGV 센텀시티,8,"2,062",0,8,4,1,0,상설,,가입,CJ올리브네트웍스(주),2009-03-03,영업,직영,부산광역시 해운대구 우동 1495 번지 신세계백화점 서관 7층,1544-1122,http://www.cgv.co.kr
경기도,김포시,002273,CGV 김포,6,806,0,6,0,0,0,상설,,가입,CJ올리브네트웍스(주),2021-04-28,영업,직영,경기도 김포시 풍무동 202-1 번지 5층,,
